"學年度","學校代碼","學校名稱","等級","僑居地","在學學生人數_男","在學學生人數_女","新生","舊生","上學年度畢業生人數_男","上學年度畢業生人數_女"
112,0013,國立中正大學,學士,馬來西亞,51,25,16,60,10,11
112,0013,國立中正大學,學士,新加坡,0,1,0,1,0,0
112,0013,國立中正大學,學士,泰國,0,2,1,1,0,0
112,0013,國立中正大學,學士,越南,2,2,1,3,0,0
112,0013,國立中正大學,學士,巴西,1,0,1,0,0,0
112,0013,國立中正大學,學士,厄瓜多,0,1,0,1,0,0
112,0014,國立高雄師範大學,碩士,印尼,2,0,0,2,0,0
112,0014,國立高雄師範大學,碩士,日本,1,0,0,1,0,0
112,0014,國立高雄師範大學,碩士,馬來西亞,2,3,1,4,0,1
112,0014,國立高雄師範大學,碩士,越南,0,2,2,0,0,0
112,0014,國立高雄師範大學,碩士,阿根廷,0,1,0,1,0,0
112,0014,國立高雄師範大學,學士,緬甸,1,0,1,0,0,0
112,0014,國立高雄師範大學,學士,印尼,4,5,4,5,0,1
112,0014,國立高雄師範大學,學士,日本,0,1,0,1,0,0
112,0014,國立高雄師範大學,學士,馬來西亞,12,21,7,26,0,4
112,0014,國立高雄師範大學,學士,越南,0,2,0,2,0,0
112,0014,國立高雄師範大學,學士,多明尼加,1,0,1,0,0,0
112,0014,國立高雄師範大學,學士,阿根廷,1,0,0,1,0,0
112,0015,國立彰化師範大學,博士,馬來西亞,0,1,0,1,0,0
112,0015,國立彰化師範大學,碩士,馬來西亞,12,10,7,15,0,1
112,0015,國立彰化師範大學,學士,印尼,7,9,6,10,0,0
112,0015,國立彰化師範大學,學士,馬來西亞,39,70,27,82,5,6
112,0015,國立彰化師範大學,學士,菲律賓,0,1,0,1,0,0
112,0015,國立彰化師範大學,學士,泰國,1,0,1,0,0,0
112,0015,國立彰化師範大學,學士,越南,3,0,0,3,0,1
112,0015,國立彰化師範大學,學士,南非,1,0,0,1,0,0
112,0015,國立彰化師範大學,學士,葡萄牙,1,1,0,2,0,0
112,0015,國立彰化師範大學,學士,美國,0,1,0,1,0,0
112,0017,國立臺北大學,博士,馬來西亞,1,0,0,1,0,0
112,0017,國立臺北大學,碩士,緬甸,2,2,2,2,0,2
112,0017,國立臺北大學,碩士,印尼,1,1,1,1,0,0
112,0017,國立臺北大學,碩士,馬來西亞,4,5,3,6,1,0
112,0017,國立臺北大學,碩士,泰國,0,1,0,1,0,0
112,0017,國立臺北大學,學士,緬甸,22,60,46,36,0,3
112,0017,國立臺北大學,學士,印尼,17,19,14,22,1,2
112,0017,國立臺北大學,學士,日本,3,2,2,3,0,1
112,0017,國立臺北大學,學士,南韓,0,4,0,4,0,0
112,0017,國立臺北大學,學士,馬來西亞,63,43,29,77,7,9
112,0017,國立臺北大學,學士,菲律賓,0,1,0,1,0,0
112,0017,國立臺北大學,學士,新加坡,0,2,0,2,0,0
112,0017,國立臺北大學,學士,泰國,2,3,2,3,0,0
112,0017,國立臺北大學,學士,越南,5,12,3,14,1,0
112,0017,國立臺北大學,學士,汶萊,0,1,0,1,0,0
112,0017,國立臺北大學,學士,南非,0,1,0,1,0,0
112,0017,國立臺北大學,學士,法國,0,1,1,0,0,0
112,0017,國立臺北大學,學士,加拿大,1,0,0,1,0,0
112,0017,國立臺北大學,學士,美國,0,1,0,1,0,0
112,0017,國立臺北大學,學士,巴西,1,0,0,1,0,0
112,0017,國立臺北大學,學士,秘魯,0,0,0,0,0,1
112,0018,國立嘉義大學,碩士,馬來西亞,3,4,4,3,2,2
112,0018,國立嘉義大學,碩士,越南,1,0,0,1,0,0
112,0018,國立嘉義大學,學士,緬甸,0,1,1,0,0,0
112,0018,國立嘉義大學,學士,印尼,11,15,6,20,1,5
112,0018,國立嘉義大學,學士,南韓,0,3,2,1,1,0
112,0018,國立嘉義大學,學士,馬來西亞,52,50,22,80,7,15
112,0018,國立嘉義大學,學士,新加坡,0,1,1,0,0,0
112,0018,國立嘉義大學,學士,泰國,0,1,0,1,0,0
112,0018,國立嘉義大學,學士,越南,1,2,2,1,0,0
112,0018,國立嘉義大學,學士,南非,1,0,0,1,0,1
112,0018,國立嘉義大學,學士,加拿大,0,1,1,0,0,0
112,0019,國立高雄大學,碩士,日本,1,0,0,1,0,0
112,0019,國立高雄大學,碩士,馬來西亞,1,2,3,0,1,0
112,0019,國立高雄大學,學士,緬甸,1,2,2,1,0,0
112,0019,國立高雄大學,學士,印尼,58,54,24,88,4,2
112,0019,國立高雄大學,學士,馬來西亞,20,14,9,25,1,4
112,0019,國立高雄大學,學士,泰國,1,0,0,1,0,0
112,0019,國立高雄大學,學士,越南,3,9,5,7,0,0
112,0020,國立東華大學,博士,馬來西亞,0,0,0,0,1,0
112,0020,國立東華大學,碩士,緬甸,0,0,0,0,1,0
112,0020,國立東華大學,碩士,印尼,0,0,0,0,1,0
112,0020,國立東華大學,碩士,馬來西亞,9,13,6,16,2,3
112,0020,國立東華大學,碩士,新加坡,1,0,0,1,0,0
112,0020,國立東華大學,碩士,越南,0,1,1,0,0,0
112,0020,國立東華大學,碩士,法國,0,1,1,0,0,0
112,0020,國立東華大學,學士,緬甸,2,0,1,1,0,0
112,0020,國立東華大學,學士,印尼,41,48,21,68,1,5
112,0020,國立東華大學,學士,日本,0,1,0,1,0,0
112,0020,國立東華大學,學士,馬來西亞,61,71,36,96,15,13
112,0020,國立東華大學,學士,菲律賓,1,0,0,1,0,0
112,0020,國立東華大學,學士,新加坡,2,0,1,1,0,0
112,0020,國立東華大學,學士,越南,0,1,0,1,1,0
112,0020,國立東華大學,學士,加拿大,0,1,0,1,0,0
112,0020,國立東華大學,學士,哥斯大黎加,0,0,0,0,0,1
112,0020,國立東華大學,學士,美國,0,0,0,0,1,0
112,0020,國立東華大學,學士,巴西,1,0,0,1,0,0
112,0021,國立暨南國際大學,博士,馬來西亞,1,0,0,1,0,0
112,0021,國立暨南國際大學,碩士,緬甸,1,1,0,2,0,0
112,0021,國立暨南國際大學,碩士,馬來西亞,6,10,1,15,4,1
112,0021,國立暨南國際大學,學士,緬甸,4,9,6,7,0,0
112,0021,國立暨南國際大學,學士,柬埔寨,1,0,0,1,0,0
112,0021,國立暨南國際大學,學士,印尼,62,66,36,92,3,4
112,0021,國立暨南國際大學,學士,日本,0,1,0,1,0,0
112,0021,國立暨南國際大學,學士,約旦,0,1,0,1,0,0
112,0021,國立暨南國際大學,學士,馬來西亞,97,58,31,124,9,18
112,0021,國立暨南國際大學,學士,泰國,0,2,0,2,0,0
112,0021,國立暨南國際大學,學士,越南,2,3,2,3,1,2
112,0021,國立暨南國際大學,學士,南非,0,1,0,1,0,0
112,0021,國立暨南國際大學,學士,瓜地馬拉,0,1,0,1,0,0
112,0021,國立暨南國際大學,學士,巴西,0,1,0,1,0,0
112,0022,國立臺灣科技大學,博士,馬來西亞,1,0,0,1,0,0
112,0022,國立臺灣科技大學,碩士,緬甸,0,0,0,0,1,0
112,0022,國立臺灣科技大學,碩士,印度,5,3,4,4,0,0
112,0022,國立臺灣科技大學,碩士,印尼,1,0,0,1,1,0
112,0022,國立臺灣科技大學,碩士,約旦,1,0,1,0,0,0
112,0022,國立臺灣科技大學,碩士,南韓,0,0,0,0,1,0
112,0022,國立臺灣科技大學,碩士,馬來西亞,12,3,6,9,5,2
112,0022,國立臺灣科技大學,碩士,新加坡,0,1,1,0,0,0
112,0022,國立臺灣科技大學,碩士,越南,2,0,0,2,0,0
112,0022,國立臺灣科技大學,碩士,巴西,0,0,0,0,0,1
112,0022,國立臺灣科技大學,碩士,智利,1,0,0,1,0,0
112,0022,國立臺灣科技大學,學士,緬甸,16,9,9,16,2,4
112,0022,國立臺灣科技大學,學士,印尼,71,49,17,103,13,6
112,0022,國立臺灣科技大學,學士,日本,1,0,1,0,0,0
112,0022,國立臺灣科技大學,學士,約旦,0,0,0,0,1,0
112,0022,國立臺灣科技大學,學士,南韓,1,0,0,1,0,0
112,0022,國立臺灣科技大學,學士,馬來西亞,34,10,9,35,13,10
112,0022,國立臺灣科技大學,學士,菲律賓,0,2,1,1,0,0
112,0022,國立臺灣科技大學,學士,新加坡,0,1,0,1,0,1
112,0022,國立臺灣科技大學,學士,泰國,1,0,0,1,0,0
112,0022,國立臺灣科技大學,學士,越南,2,3,0,5,3,0
112,0022,國立臺灣科技大學,學士,馬紹爾群島共和國,1,0,0,1,0,0
112,0022,國立臺灣科技大學,學士,加拿大,0,1,0,1,0,0
112,0022,國立臺灣科技大學,學士,哥斯大黎加,1,0,1,0,0,0
112,0022,國立臺灣科技大學,學士,美國,0,1,0,1,1,0
112,0022,國立臺灣科技大學,學士,阿根廷,4,0,0,4,0,0
112,0022,國立臺灣科技大學,學士,智利,1,0,1,0,0,0
112,0022,國立臺灣科技大學,學士,巴拉圭,1,0,0,1,0,0
112,0023,國立雲林科技大學,博士,馬來西亞,1,0,0,1,0,0
112,0023,國立雲林科技大學,碩士,印尼,0,0,0,0,1,0
112,0023,國立雲林科技大學,碩士,馬來西亞,2,4,3,3,2,0
112,0023,國立雲林科技大學,學士,緬甸,3,1,3,1,1,0
112,0023,國立雲林科技大學,學士,印尼,19,12,3,28,4,7
112,0023,國立雲林科技大學,學士,馬來西亞,42,38,12,68,10,8
112,0023,國立雲林科技大學,學士,越南,3,1,0,4,0,0
112,0023,國立雲林科技大學,學士,厄瓜多,0,0,0,0,1,0
112,0024,國立屏東科技大學,博士,馬來西亞,0,0,0,0,1,0
112,0024,國立屏東科技大學,碩士,緬甸,0,0,0,0,0,1
112,0024,國立屏東科技大學,碩士,印尼,0,0,0,0,1,0
112,0024,國立屏東科技大學,碩士,馬來西亞,4,2,1,5,1,0
112,0024,國立屏東科技大學,學士,緬甸,1,0,0,1,0,1
112,0024,國立屏東科技大學,學士,印尼,6,7,1,12,0,0
112,0024,國立屏東科技大學,學士,日本,0,1,0,1,0,0
112,0024,國立屏東科技大學,學士,南韓,1,0,0,1,1,0
112,0024,國立屏東科技大學,學士,馬來西亞,70,48,24,94,15,10
112,0024,國立屏東科技大學,學士,越南,0,0,0,0,1,0
112,0024,國立屏東科技大學,學士,汶萊,0,0,0,0,1,0
112,0025,國立臺北科技大學,博士,馬來西亞,1,0,0,1,0,0
112,0025,國立臺北科技大學,碩士,緬甸,0,2,1,1,1,0
112,0025,國立臺北科技大學,碩士,印尼,1,0,1,0,0,0
112,0025,國立臺北科技大學,碩士,馬來西亞,8,6,7,7,1,0
112,0025,國立臺北科技大學,碩士,泰國,0,1,1,0,0,0
112,0025,國立臺北科技大學,碩士,美國,1,0,0,1,0,0
112,0025,國立臺北科技大學,學士,緬甸,20,20,27,13,0,2
112,0025,國立臺北科技大學,學士,印尼,54,44,34,64,6,7
112,0025,國立臺北科技大學,學士,伊朗,0,0,0,0,0,1
112,0025,國立臺北科技大學,學士,日本,2,3,2,3,0,0
112,0025,國立臺北科技大學,學士,南韓,1,1,0,2,0,1
112,0025,國立臺北科技大學,學士,馬來西亞,51,27,10,68,18,13
112,0025,國立臺北科技大學,學士,菲律賓,0,1,1,0,0,0
112,0025,國立臺北科技大學,學士,新加坡,0,1,0,1,0,0
112,0025,國立臺北科技大學,學士,泰國,2,6,1,7,2,0
112,0025,國立臺北科技大學,學士,越南,10,5,3,12,2,2
112,0025,國立臺北科技大學,學士,澳大利亞,1,0,0,1,0,0
112,0025,國立臺北科技大學,學士,英國,1,0,0,1,0,0
112,0025,國立臺北科技大學,學士,加拿大,2,0,1,1,1,0
112,0025,國立臺北科技大學,學士,美國,0,0,0,0,0,1
112,0025,國立臺北科技大學,學士,阿根廷,1,0,1,0,0,0
112,0025,國立臺北科技大學,學士,委內瑞拉,0,0,0,0,0,1
112,0028,國立臺北藝術大學,博士,馬來西亞,1,1,0,2,0,0
112,0028,國立臺北藝術大學,碩士,馬來西亞,5,7,4,8,1,1
112,0028,國立臺北藝術大學,碩士,美國,1,0,0,1,1,0
112,0028,國立臺北藝術大學,學士,馬來西亞,7,6,5,8,1,3
112,0029,國立臺灣藝術大學,博士,馬來西亞,1,0,0,1,1,0
112,0029,國立臺灣藝術大學,博士,泰國,1,0,0,1,1,0
112,0029,國立臺灣藝術大學,博士,美國,1,0,0,1,0,0
112,0029,國立臺灣藝術大學,碩士,馬來西亞,4,6,3,7,1,1
112,0029,國立臺灣藝術大學,學士,緬甸,1,0,0,1,0,0
112,0029,國立臺灣藝術大學,學士,印尼,2,4,0,6,0,0
112,0029,國立臺灣藝術大學,學士,馬來西亞,12,24,14,22,6,2
112,0029,國立臺灣藝術大學,學士,越南,0,2,1,1,0,0
112,0029,國立臺灣藝術大學,學士,美國,1,0,0,1,0,0
112,0030,國立臺東大學,碩士,馬來西亞,1,1,0,2,0,0
112,0030,國立臺東大學,學士,馬來西亞,6,3,3,6,1,0
112,0031,國立宜蘭大學,碩士,馬來西亞,2,1,0,3,2,0
112,0031,國立宜蘭大學,學士,印尼,3,3,0,6,0,1
112,0031,國立宜蘭大學,學士,馬來西亞,9,10,0,19,4,4
112,0031,國立宜蘭大學,學士,越南,1,1,1,1,0,0
112,0031,國立宜蘭大學,學士,美國,1,0,0,1,0,0
112,0032,國立聯合大學,碩士,馬來西亞,2,1,1,2,0,0
112,0032,國立聯合大學,碩士,德國,0,1,1,0,0,0
112,0032,國立聯合大學,學士,緬甸,0,1,1,0,0,0
112,0032,國立聯合大學,學士,印尼,5,8,4,9,1,0
112,0032,國立聯合大學,學士,馬來西亞,11,5,3,13,2,2
112,0032,國立聯合大學,學士,泰國,0,0,0,0,0,1
112,0032,國立聯合大學,學士,越南,1,3,1,3,0,0
112,0033,國立虎尾科技大學,碩士,印尼,0,0,0,0,0,1
112,0033,國立虎尾科技大學,碩士,馬來西亞,1,1,0,2,0,1
112,0033,國立虎尾科技大學,學士,印尼,1,1,0,2,1,0
112,0033,國立虎尾科技大學,學士,日本,0,0,0,0,1,0
112,0033,國立虎尾科技大學,學士,馬來西亞,15,5,6,14,1,1
112,0033,國立虎尾科技大學,學士,越南,1,0,0,1,0,1
112,0035,國立臺南藝術大學,博士,馬來西亞,0,2,0,2,0,0
112,0035,國立臺南藝術大學,碩士,馬來西亞,1,2,0,3,2,0
112,0035,國立臺南藝術大學,學士,印尼,0,1,0,1,0,0
112,0035,國立臺南藝術大學,學士,馬來西亞,8,7,6,9,0,0
112,0036,國立臺南大學,碩士,緬甸,0,1,0,1,0,0
112,0036,國立臺南大學,碩士,馬來西亞,2,5,0,7,0,0
112,0036,國立臺南大學,學士,緬甸,0,1,1,0,0,0
112,0036,國立臺南大學,學士,印尼,9,13,4,18,0,0
112,0036,國立臺南大學,學士,日本,0,1,0,1,0,0
112,0036,國立臺南大學,學士,馬來西亞,13,23,8,28,5,3
112,0036,國立臺南大學,學士,越南,1,0,1,0,0,0
112,0036,國立臺南大學,學士,愛爾蘭,0,1,0,1,0,0
112,0037,國立臺北教育大學,碩士,緬甸,0,3,0,3,0,0
112,0037,國立臺北教育大學,碩士,印尼,0,1,0,1,0,0
112,0037,國立臺北教育大學,碩士,馬來西亞,3,7,2,8,0,0
112,0037,國立臺北教育大學,碩士,越南,0,1,1,0,0,0
112,0037,國立臺北教育大學,碩士,紐西蘭,0,1,1,0,0,0
112,0037,國立臺北教育大學,碩士,加拿大,0,1,0,1,0,0
112,0037,國立臺北教育大學,學士,緬甸,3,12,4,11,1,1
112,0037,國立臺北教育大學,學士,印尼,2,4,0,6,1,0
112,0037,國立臺北教育大學,學士,日本,0,1,0,1,1,0
112,0037,國立臺北教育大學,學士,馬來西亞,6,19,5,20,2,5
112,0037,國立臺北教育大學,學士,泰國,0,1,1,0,0,0
112,0037,國立臺北教育大學,學士,越南,1,1,0,2,1,1
112,0039,國立臺中教育大學,碩士,馬來西亞,1,3,1,3,0,0
112,0039,國立臺中教育大學,學士,印尼,29,25,16,38,5,3
112,0039,國立臺中教育大學,學士,日本,1,0,0,1,0,0
112,0039,國立臺中教育大學,學士,馬來西亞,11,15,7,19,5,6
112,0039,國立臺中教育大學,學士,泰國,2,2,1,3,0,0
112,0039,國立臺中教育大學,學士,越南,0,3,1,2,0,0
112,0042,國立澎湖科技大學,學士,馬來西亞,2,2,0,4,1,0
112,0043,國立勤益科技大學,學士,緬甸,7,4,11,0,0,0
112,0043,國立勤益科技大學,學士,柬埔寨,1,0,1,0,0,0
112,0043,國立勤益科技大學,學士,印尼,23,9,26,6,0,0
112,0043,國立勤益科技大學,學士,馬來西亞,18,1,7,12,6,1
112,0043,國立勤益科技大學,學士,菲律賓,3,0,3,0,0,0
112,0043,國立勤益科技大學,學士,泰國,1,0,1,0,0,0
112,0043,國立勤益科技大學,學士,越南,6,5,6,5,1,0
112,0043,國立勤益科技大學,學士,委內瑞拉,1,1,1,1,0,0
112,0044,國立體育大學,博士,馬來西亞,2,0,0,2,0,0
112,0044,國立體育大學,碩士,馬來西亞,1,1,1,1,2,0
112,0044,國立體育大學,學士,緬甸,1,0,1,0,0,0
112,0044,國立體育大學,學士,南韓,1,0,0,1,0,0
112,0044,國立體育大學,學士,馬來西亞,9,4,3,10,2,1
112,0046,國立臺北護理健康大學,碩士,馬來西亞,2,4,1,5,0,1
112,0046,國立臺北護理健康大學,學士,緬甸,2,3,3,2,0,1
112,0046,國立臺北護理健康大學,學士,印度,1,0,0,1,0,0
112,0046,國立臺北護理健康大學,學士,南韓,0,1,0,1,0,0
112,0046,國立臺北護理健康大學,學士,馬來西亞,6,11,6,11,2,8
112,0046,國立臺北護理健康大學,學士,泰國,0,1,0,1,0,0
112,0046,國立臺北護理健康大學,學士,越南,0,1,0,1,0,1
112,0046,國立臺北護理健康大學,學士,葡萄牙,0,1,0,1,0,0
112,0046,國立臺北護理健康大學,學士,阿根廷,0,0,0,0,1,0
112,0047,國立高雄餐旅大學,碩士,印尼,0,0,0,0,2,0
112,0047,國立高雄餐旅大學,碩士,馬來西亞,0,0,0,0,0,1
112,0047,國立高雄餐旅大學,碩士,阿根廷,0,0,0,0,1,0
112,0047,國立高雄餐旅大學,學士,緬甸,2,6,2,6,0,0
112,0047,國立高雄餐旅大學,學士,印尼,13,52,10,55,1,7
112,0047,國立高雄餐旅大學,學士,日本,1,1,1,1,0,0
112,0047,國立高雄餐旅大學,學士,馬來西亞,20,39,13,46,5,7
112,0047,國立高雄餐旅大學,學士,菲律賓,0,0,0,0,0,1
112,0047,國立高雄餐旅大學,學士,新加坡,0,1,0,1,0,0
112,0047,國立高雄餐旅大學,學士,泰國,1,3,2,2,1,0
112,0047,國立高雄餐旅大學,學士,越南,2,1,1,2,1,1
112,0047,國立高雄餐旅大學,學士,多明尼加,0,0,0,0,1,0
112,0047,國立高雄餐旅大學,學士,薩爾瓦多,1,0,0,1,0,0
112,0047,國立高雄餐旅大學,學士,美國,1,0,0,1,0,0
112,0048,國立金門大學,碩士,印尼,5,8,5,8,1,2
112,0048,國立金門大學,碩士,馬來西亞,2,1,3,0,1,1
112,0048,國立金門大學,碩士,阿根廷,1,0,1,0,0,0
112,0048,國立金門大學,學士,印尼,67,56,43,80,0,2
112,0048,國立金門大學,學士,馬來西亞,19,8,4,23,1,2
112,0048,國立金門大學,學士,泰國,1,1,1,1,0,0
112,0048,國立金門大學,學士,巴布亞紐幾內亞,1,0,0,1,0,0
112,0048,國立金門大學,學士,阿根廷,0,0,0,0,1,0
112,0049,國立臺灣體育運動大學,碩士,馬來西亞,5,2,1,6,0,0
112,0049,國立臺灣體育運動大學,學士,馬來西亞,26,11,9,28,0,4
112,0049,國立臺灣體育運動大學,學士,越南,0,1,0,1,0,0
112,0050,國立臺中科技大學,碩士,馬來西亞,0,1,1,0,0,1
112,0050,國立臺中科技大學,碩士,泰國,1,0,0,1,0,0
112,0050,國立臺中科技大學,學士,緬甸,5,1,5,1,0,0
112,0050,國立臺中科技大學,學士,印尼,40,51,29,62,3,8
112,0050,國立臺中科技大學,學士,日本,3,2,1,4,0,0
112,0050,國立臺中科技大學,學士,馬來西亞,40,18,13,45,3,5
112,0050,國立臺中科技大學,學士,新加坡,0,1,0,1,0,0
112,0050,國立臺中科技大學,學士,泰國,1,6,5,2,0,0
112,0050,國立臺中科技大學,學士,越南,6,7,5,8,0,1
112,0050,國立臺中科技大學,學士,哥斯大黎加,1,0,0,1,0,0
112,0050,國立臺中科技大學,學士,墨西哥,1,0,0,1,0,0
112,0050,國立臺中科技大學,學士,尼加拉瓜,1,0,0,1,0,0
112,0050,國立臺中科技大學,學士,美國,1,1,0,2,0,0
112,0051,國立臺北商業大學,碩士,緬甸,1,0,1,0,0,1
112,0051,國立臺北商業大學,碩士,馬來西亞,0,2,1,1,0,0
112,0051,國立臺北商業大學,碩士,南非,1,0,0,1,0,0
112,0051,國立臺北商業大學,碩士,阿根廷,1,1,0,2,0,0
112,0051,國立臺北商業大學,學士,緬甸,9,19,13,15,2,8
112,0051,國立臺北商業大學,學士,印尼,16,18,7,27,1,6
112,0051,國立臺北商業大學,學士,馬來西亞,19,19,11,27,8,2
112,0051,國立臺北商業大學,學士,菲律賓,0,2,0,2,0,0
112,0051,國立臺北商業大學,學士,新加坡,0,0,0,0,0,1
112,0051,國立臺北商業大學,學士,泰國,0,3,1,2,0,0
112,0051,國立臺北商業大學,學士,越南,11,20,7,24,4,13
112,0051,國立臺北商業大學,學士,墨西哥,1,0,0,1,0,0
112,0051,國立臺北商業大學,學士,阿根廷,1,1,0,2,0,0
112,0051,國立臺北商業大學,學士,巴西,0,1,0,1,0,0
112,0051,國立臺北商業大學,學士,智利,0,1,0,1,0,0
112,0052,國立屏東大學,碩士,日本,1,0,1,0,0,0
112,0052,國立屏東大學,碩士,馬來西亞,3,0,0,3,1,0
112,0052,國立屏東大學,學士,緬甸,0,0,0,0,0,1
112,0052,國立屏東大學,學士,印尼,2,2,1,3,0,0
112,0052,國立屏東大學,學士,日本,0,0,0,0,1,0
112,0052,國立屏東大學,學士,馬來西亞,22,17,12,27,6,6
